production_companies,average rating,average vote,average popularity,release year,userid
Paramount Pictures|Saticoy Productions,3.5921052631578947,6.599999999999996,1.7388629999999983,1968,282564
Plan B Entertainment|Northern Ireland Screen|Sierra / Affinity|MICA Entertainment|MadRiver Pictures|Keep Your Head,3.1204379562043796,6.099999999999975,21.791111000000143,2017,282475
Universal Pictures|Dentsu|Relativity Media|Bluegrass Films,3.427641099855282,6.300000000000078,8.338675000000231,2012,283164
Cinevita Film Company|Toolbox Film|Rosendahl Film,3.5,7.6,1.756551,2015,278117
Graduation,2.941860465116279,6.400000000000001,2.887538000000003,1981,275402
Isle of Man Film|HanWay Films|Magic Light Pictures|CinemaNX|Televisió de Catalunya TV3|Televisión Española TVE|Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)|Estudio Mariscal|Fernando Trueba Producciones Cinematográficas S.A.|ICF Institut Català de Finances|Institut Català de les Indústries Culturals|Instituto de Crédito Oficial (ICO)|Mesfilms,3.466666666666667,6.5,2.0991049999999998,2010,277730
Lizland Films,3.264705882352941,7.5,2.1870979999999998,2017,269855
Medusa Film,3.53125,7.065624999999996,6.889008843749995,2009,280810
Universal Pictures|The Saul Zaentz Company,3.3962264150943398,5.799999999999999,2.151435999999996,1991,273086
Централ Партнершип,2.0,5.8,0.665913,2008,278022
Companhia Cinematográfica Serrador|Coline|Carnaval Unifilm,3.5576923076923075,6.199999999999999,0.7235099999999998,1976,266219
DreamWorks Animation,3.486421725239617,6.700000000000393,11.481920999999367,2011,283170
Fine Line Features|August Entertainment|Mindel-Shaw Productions,2.902173913043478,4.300000000000007,2.296733999999995,1993,276976
Hemdale Film,3.732461355529132,7.0,4.714356999999931,1986,283148
Media Plus|Viktorija Film|Jerry Catering Service|Talking Wolf Productions|Digitalkraft,1.625,4.0,2.207203,2014,245857
Productions Arys|Les Films H. Roussillon,2.8333333333333335,5.0,0.04185,1934,227150
Shochiku,4.142857142857143,8.400000000000002,2.2106959999999996,2015,257768
BiBi Film,3.5,7.199999999999999,2.513078,2013,280810
Jerry Bruckheimer Films|Screen Gems|LStar Capital,2.9507772020725387,5.899999999999994,8.536777000000024,2014,277253
Shooting Gallery|True Fiction Pictures,3.536326942482341,6.899999999999892,1.7867679999999877,1997,283195
The Harvey Entertainment Company,2.75,5.0,11.869785000000002,1997,278022
Wonder Room Productions,3.8333333333333335,7.599999999999997,0.4705849999999999,2014,275841
CB Films North|Sacred Bull Media,3.5,5.1,1.139789,2013,68064
Centropolis Film Productions,2.5,5.6,0.00222,1987,119648
GG Studio,3.2142857142857144,6.199999999999992,10.158323999999995,1988,282193
Global Pictures,2.2,4.9,0.56257,1993,245857
Jadran Film|Société Nouvelle de Cinématographie|Atlantis Film|Rialto Film Preben-Philipsen,4.0,6.7,3.2926299999999995,1964,258991
Population 1280 Films,3.0,3.6999999999999997,0.222681,2007,260317
Renn Productions|Société Française de Production (SFP)|Télépresse Films|Cinépol,3.0,7.3,0.20256,1976,123100
Studio Green,4.285714285714286,6.299999999999999,0.906853,2006,276783
Touchwood Pacific Partners 1|Touchstone Pictures,2.1553672316384183,5.900000000000055,4.197955000000043,1991,281345
A. Film|Per Holst Film,2.75,5.6000000000000005,0.6374399999999999,1993,269992
Biograph Company,2.5,5.3,0.151147,1910,123100
Carousel Picture Company|The Noel Gay Motion Picture Company|Kismet Entertainment Group|The Victor Film Company|Luxembourg Film Fund,3.3345864661654137,6.699999999999873,10.073784000000128,2002,283095
Flashback Films|DAVED Productions,1.6666666666666667,3.7000000000000006,0.310607,2014,273842
Les Films Alain Sarde|Medusa Film|FilmTel Ltd.,3.0,7.099999999999999,1.821941,1998,178517
Management Company Entertainment Group (MCEG)|Vestron Pictures,1.9135802469135803,3.5,4.980210999999998,1989,277685
Metro-Goldwyn-Mayer (MGM)|Don Bluth Productions,2.9375,5.199999999999993,2.304986000000004,1995,281870
Sony Pictures Classics|Sony Pictures Home Entertainment,3.991844416562108,7.7000000000003475,10.305349999999704,2010,283131
Sveriges Television (SVT)|S/S Fladen Film|Buena Vista International (Sweden) AB|Hustruskolan AB|Canal+ Television AB,3.6,5.5,0.7768180000000001,2003,268688
Ultra Films|TF1 Films Production|Canal+|TPS Star|EuropaCorp|A.J.O.Z. Films,2.8200455580865604,5.80000000000001,19.294831999999808,2006,283146
Blender Foundation,3.6666666666666665,6.5,0.426255,2015,110761
Bullet Films|Kenio Films,3.25,5.5,1.7069919999999998,2014,273874
Cofimage 5|Canal+|Les Productions Lazennec|Société Française de Production (SFP)|Lumière|La Sept Cinéma|Centre National de la Cinématographie (CNC)|Salon Films|Cofimage 6|Giai Phong Film Studio,3.5261194029850746,6.79999999999997,1.7819519999999929,1995,282440
Golden Square Pictures,2.0,2.7999999999999994,0.7600029999999999,1999,264299
Infinite Enterprises,3.8333333333333335,8.0,0.028347,1979,202289
The Chimney Pot|Cine Works|Staragara,3.375,8.5,0.080811,2011,166252
U.S. Army Signal Corps,2.375,8.0,0.036523,1945,137096
American International Pictures (AIP)|Mid-America Pictures,2.9,5.6,0.299956,1975,195408
Columbia Pictures Producciones Mexico,3.0,7.0,0.536386,2008,214326
Eureka Pictures,3.3853476821192054,6.399999999999863,6.3860819999999885,2001,283059
Filmes Cinematografica|Metro-Goldwyn-Mayer (MGM)|Compagnie Internationale de Productions Cinématographiques (CIPRA)|Producciones Enríquez S.A.,3.2142857142857144,6.799999999999999,1.5763960000000001,1968,248694
Lionsgate|34th Street Films,2.5576923076923075,5.700000000000001,12.017861,2014,282781
Rankin/Bass Productions,3.3607427055702916,6.0,16.425866999999943,1977,283000
Sandollar Productions|Touchstone Pictures,4.5,6.1,0.815294,1991,123100
Screen Gems|Breakup Productions,2.736111111111111,5.800000000000007,5.41474899999999,2004,280585
Star-Film,3.65,6.773333333333336,0.9473048000000005,1901,280978
Atlantic Entertainment Group,3.45,5.0,0.6465040000000001,1988,263860
BBC Films|TriStar Productions,3.295302013422819,6.0,5.79937299999998,2015,280868
British Lion Film Corporation|Amicus Productions|Edgar Rice Burroughs Inc.|Land Associates,2.8934426229508197,5.699999999999994,2.3438880000000024,1975,280965
Coop99 Filmproduktion,3.5,0.0,1.022702,2016,134596
Golden Way Films Ltd.|Paragon Films Ltd.,3.723790322580645,7.300000000000061,6.489293999999975,1985,282935
Hollywood Pictures|PolyGram Filmed Entertainment|Interscope Communications,2.841292134831461,4.5999999999999766,1.8204190000000067,1995,282171
Maura International Films,3.0,5.9,3.080456,1986,231424
Polski Instytut Sztuki Filmowej|Film Vision Productions,3.8,6.4,0.351422,2006,268140
Saga Film|American International Pictures (AIP)|Sidney Pink Production|Cinemagic,1.875,3.7999999999999985,1.262936,1961,277598
Česká televize|Cineart Production,2.8333333333333335,6.400000000000001,0.727954,2001,133016
Cinekip|Marni Film|Greek Film Center,3.4375,7.900000000000003,2.583187000000001,1990,277313
Films A.B.C.|Off Production|Rush Production,3.0555555555555554,6.200000000000002,1.1257149999999998,1978,281983
Lucasfilm|Paramount Pictures,2.915729657840648,5.699999999999469,12.577265999997529,2008,283184
Mandarin Films Distribution Co.,3.3703703703703702,6.800000000000003,7.039209000000016,2007,278022
Metro-Goldwyn-Mayer (MGM)|Chai Productions,3.435185185185185,5.5,2.0869539999999955,1982,282807
National General Pictures,3.3333333333333335,5.7,1.426253,1969,248694
Warner Bros.|Melson Productions,1.0,0.0,0.0019,1953,65880
Danmarks Radio (DR)|Memfis Film|J&M Entertainment,3.019607843137255,5.300000000000004,1.4374899999999986,1992,280224
Ella Communications,3.65625,7.299999999999998,0.438574,1994,269040
Lawrence Bender Productions|Marty Katz Productions,3.4583333333333335,6.800000000000014,14.987901999999915,2005,283195
Lions Gate Films,3.551969012265978,7.12343447385415,8.571230300839014,2008,283195
Orion Pictures Corporation|Geoffrey Productions,2.884710234278668,5.400000000000037,8.539082999999883,1979,283197
Yleisradio (YLE),3.75,6.5,0.116532,1997,281447
American International Pictures (AIP)|Squirm Company,2.3076923076923075,5.199999999999992,3.1929309999999935,1976,279367
Belladonna Productions|Films In Motion|Film and Music Entertainment (F&ME)|Full Circle Films,3.0,5.9,2.704503,2011,90953
China Film Co-Production Corporation|Asian Union Film & Entertainment|Huayi Brothers Advertising|Beijing Zhongbo-Times Film Planning|CMC Xiandai Trade Co.,3.0526315789473686,7.699999999999999,2.4388219999999974,2000,281790
Gladden Entertainment|First Millenium Partnership,2.753315649867374,5.0,2.7420849999999826,1989,283153
Hollytubs,2.5,4.0,0.035358,1984,141955
Profit,2.75,4.7,0.445269,2011,257664
Wega Film,3.6794425087108014,7.420209059233435,4.72046016027875,1994,281790
Jacques à Bâle Pictures,4.3,7.5,0.84232,2016,171298
Odyssey Motion Pictures,1.5,2.0,1.74524,2014,169639
SVT Drama|Filmhuset AS|Channel One,3.0,5.0,0.164654,1989,134596
Scott Rudin Productions|Goodspeed Productions,3.732896353953298,7.0,9.278263000000136,2008,283148
The Australian Film Commission|McElroy & McElroy|Picnic Productions Pty. Ltd.|British Empire Films Australia,3.737150127226463,7.100000000000238,6.8112639999999445,1975,283204
Twentieth Century Fox Film Corporation|Hera Productions,3.4193548387096775,6.0,1.1185380000000007,1977,283000
Jay Silverman Productions,2.75,5.4,3.24433,2015,139102
Mainframe Entertainment,2.703125,6.1999999999999975,6.670164999999998,2009,279012
New Line Cinema|DC Comics|BenderSpink,3.6302660753880267,6.900000000000704,11.119706999999508,2005,283075
Rai Cinema|Redwave Films|Embargo Films,3.6527777777777777,7.300000000000005,4.999236999999996,2013,275061
Samsa Film|Nord-Ouest Productions|Artémis Productions,3.25,5.9,1.957983,2015,282309
TOEI Company,2.5,5.2,0.164005,2014,123100
Warner Bros.|Jaguar Productions,4.5,6.0,0.164676,1957,117173
1818|Lone Wolf McQuade Associates|Topkick Productions,2.7126696832579187,5.5,5.839893000000003,1983,282632
Adult Swim|Williams Street|Cartoon Network Studios,3.2857142857142856,8.5,0.7653730000000001,2006,237502
C.V. Whitney Pictures|Warner Bros.,3.95125786163522,7.70000000000037,7.803856000000039,1956,283204
Cinemaster S.r.l.|Mara Films|Mount Street Film,2.5625,5.8999999999999995,1.061447,1974,271383
Emperor Motion Pictures|Huayi Brothers|Sil-Metropole Organisation,3.3333333333333335,5.3999999999999995,1.123992,2010,278420
Film Tank|Contravia Films|Punto Guion Punto Producciones,3.1666666666666665,6.3,0.205314,2012,123146
"Mandeville Films|Bad Angels Productions, Ltd.",3.480392156862745,6.0,5.0414400000000095,2011,278069
Paul Malvern Productions,2.0,5.1,0.394636,1935,143908
Twentieth Century Fox Film Corporation|IPC Films,3.2971593430980914,6.7000000000001805,15.4582579999996,1980,283000
Vía Digital|Televisión Española (TVE)|Etb (Euskal Telebista)|Asegarce Zinema,4.5,2.0,0.06928,2000,239872
XYZ Films,3.1666666666666665,4.7,1.586498,2014,260818
Zide-Perry Productions|Silver Nitrate Pictures|Helkon Media,2.574074074074074,5.400000000000002,5.433616,2002,278225
China Film Group|Midsummer Films|Ripken Productions,1.6666666666666667,4.0,6.554194,2013,100837
Distant Horizons|Videovision Entertainment|Detalle Films,2.425,4.200000000000001,8.405694,2014,272546
Epic Pictures Group|Timpson Films|EMA Films,3.4879032258064515,6.799999999999971,16.30465300000005,2015,282119
Finney/Thompson Entertainment|Two For Flinching Pictures,2.25,4.2,1.2383179999999998,2008,272546
Focus Films|Starz Animation|Relativity Media|Tim Burton Productions|Arc Productions,3.4640513126491648,6.599999999999812,18.50287599999904,2009,282670
Giraff Film AB,3.1666666666666665,5.0,0.079065,2015,196235
Max TV|Prime Time|Isabella Films B.V.|Fu Works|Isabella Films,3.5,6.800000000000004,3.9210699999999976,2008,276114
Miramax Films,2.6923076923076925,5.0,3.0936969999999975,2002,281790
Odessa Film Studios|Gosteleradio,3.647727272727273,6.199999999999995,2.1999999999999987E-4,1982,280608
Shanghai Film Group,3.2142857142857144,6.200000000000001,0.992235,2010,236981
Silver Web Productions,3.3333333333333335,6.099999999999999,2.017489,2006,272546
Solar Films inc.,3.3,6.143636363636368,0.4176513454545456,2016,281447
The Rank Organisation|National Film Trustee Company|Robert Stigwood Organization (RSO)|Goodtimes Enterprises|Bugsy Malone Productions|National Film Finance Consortium,3.2417910447761193,6.5,5.348193000000024,1976,283000
Embassy Films|ASTON FILM,1.5,5.2,0.584734,1977,73145
Franco London Films|Produzioni Cinematografiche Associate,1.75,5.0,0.253016,1954,242794
Shinkô Kinema,3.5,0.0,0.002736,1937,123100
Walt Disney Television|Storyline Entertainment|Chris Montan Productions|Columbia TriStar Television,3.566666666666667,6.099999999999999,2.1769899999999995,1999,263213
World Wrestling Entertainment (WWE),4.0,7.0,0.089491,2015,117013
Columbia Pictures|Village Roadshow Pictures|Escape Artists|Metro-Goldwyn-Mayer (MGM)|LStar Capital|Pin High Productions,3.438539741219963,5.899999999999911,13.809622000000267,2016,283164
Erica Productions Inc.,2.3333333333333335,5.6000000000000005,0.592223,1970,273369
Fox 2000 Pictures|Walden Media,3.536363636363636,7.0,8.965733,2012,278022
Khanzhonkov,3.3,7.3,0.294366,1917,227150
Kuukulgur Film,1.0,0.0,0.04752,2012,120249
Paramount Pictures|Pine-Thomas Productions,2.4,4.9,0.9797749999999998,1950,227470
Toho Company|Tokyo Broadcasting System (TBS)|Amuse Pictures|Tokyo FM Broadcasting Co.|Shogakukan|Hakuhodo DY Media Partners|Hori Production|Ogura Jimusyo Co.|Parco Co. Ltd.,3.702797202797203,7.100000000000016,4.365377000000002,2004,281616
Central Motion Pictures Corporation|Marble Road Productions,3.857142857142857,7.700000000000001,0.022686000000000005,1984,156182
Gold/Miller Productions|Wayans Bros. Entertainment|Dimension Films|Brad Grey Pictures,2.724306166520035,6.0,12.446737999998888,2000,283222
La Sept-Arte|Vertigo,3.5952380952380953,7.099999999999997,3.004877,1994,282203
Mark Johnson Productions|Gran Via Productions|Curmudgeon Films,3.543227665706052,7.1000000000000085,6.793972000000019,2009,283170
Pollywog Pictures,3.5,6.8,1.670852,2006,157834
Sixteen Films|See Saw Films,3.5142857142857142,7.300000000000005,5.829952999999997,2010,253704
Warner Bros. Television|Andrew J. Fenady Productions,2.5,8.0,0.946415,1976,184512
Icon Productions|Storyline Entertainment|Interscope Communications,3.5,4.8,0.309153,2000,212343
Isberget produktion,2.0,0.0,0.028198,2015,112813
Metromedia Producers Corporation (MPC),3.0,6.0,0.595553,1974,184512
New Wave Entertainment,4.0,8.0,0.09780500000000002,2009,223547
Paramount Pictures|ABC Circle Films|Lorimar,3.1666666666666665,8.0,0.47936700000000004,1972,184512
Rainmaker Entertainment,2.8684210526315788,5.5,8.499902,2009,279012
Renegade Pictures,2.826923076923077,4.900000000000002,2.085279,2010,282920
Seven Arts Pictures|Carolco Pictures,2.8970588235294117,5.700000000000022,6.241719999999989,1991,282848
Active Entertainment,1.3333333333333333,4.9,0.589213,2012,266004
Amalgamated Productions|Producers Associates,2.525,5.900000000000002,1.0600489999999998,1958,273842
Boca Boca Producciones S.L,3.0,7.1000000000000005,0.685347,2003,198355
CBS Films|Millennium Films|Chartoff-Winkler Productions|Scared Productions|Nu Image Entertainment GmbH,3.46376404494382,6.299999999999898,9.832341999999901,2011,282748
Imagine Entertainment|Universal Pictures|Spyglass Entertainment|Wild West Picture Show Productions,2.6506622516556293,5.200000000000029,7.513067000000021,2011,282808
MACT Productions|Eran Riklis Productions Ltd.|Riva Filmproduktion|Heimatfilm,3.576923076923077,6.699999999999993,1.7290310000000022,2008,280868
Paramount Pictures|Aubrey Schenck Productions,3.047244094488189,6.5,2.003357999999997,1964,274861
Prescience|Minds Eye Entertainment|Footprint Investments,2.6,5.599999999999999,3.481648,2009,255678
Spyglass Entertainment|Screen Gems,3.5530839231547016,7.0,9.524298000000119,2012,283117
Village Roadshow Pictures|NPV Entertainment|Warner Bros.|The Canton Company|Mars Production Pty. Ltd.,2.7709464243568562,5.4000000000002295,8.534176000000397,2000,283076
Warner Bros. Television,3.15,6.0,2.6972990000000006,1978,266004
Canal Plus|Sofica Europacorp|Avalanche Productions|EuropaCorp,3.052132701421801,6.0,11.621533999999954,2007,280563
Cinéas,3.5,7.6,0.6464160000000001,1936,245647
Columbia Pictures|Morningside Productions,3.6944444444444446,5.400000000000002,8.158266,1960,275426
DC Comics|Warner Bros. Animation,3.313008130081301,6.299999999999994,11.04060200000003,2009,280809
Intercapital,2.0,6.1,1.552341,1982,156288
Les Films Number One|MDP Worldwide|Cipa,2.581081081081081,5.1999999999999975,1.395024999999999,1997,270947
Nicolás Astiarraga P.C.,2.9583333333333335,5.8999999999999995,0.7914250000000002,1980,196817
Sailor Bear|Zero Trans Fat Productions|Beautiful Confusion Films,2.5,5.0,0.118621,2009,123100
Spice Factory|Movision|Remstar Productions|Dakota Films,2.9577464788732395,5.799999999999987,9.07364600000003,2004,281790
Talking Monkey|Netflix,3.6640625,7.3999999999999915,0.37787099999999985,2016,262078
The Great American Dream Machine Movie Company,2.239130434782609,5.100000000000014,0.5851770000000013,1979,282748
Universal Pictures|Bregman/Baer Productions|Universal City Studios,2.947103274559194,5.799999999999992,5.508100999999949,1995,282814
Cinecidi,3.6526479750778815,7.200000000000008,2.937012999999985,1967,282802
Jerry Gershwin-Elliott Kastner|Winkast Film Productions,2.8,5.6,1.317333,1971,179662
Media 8 Entertainment,2.607142857142857,5.300000000000004,3.874407999999999,2006,281790
Trimark Pictures,2.0836501901140685,5.077186311787022,8.98721746768064,1998,282808
Westdeutscher Rundfunk (WDR)|Filmverlag der Autoren,3.849557522123894,7.200000000000011,2.988527999999995,1974,278758
Columbia Pictures Corporation|Rastar Pictures|EMI Films,3.007751937984496,6.600000000000015,3.3514410000000066,1978,280148
Cutting Edge Entertainment|Newman/Tooley Films,3.0,5.2,1.310129,2001,212343
Jaleo Films|Oberón Cinematográfica|Pensa & Rocca Producciones,3.5454545454545454,4.799999999999999,0.5254069999999998,2007,278420
Les Films du Losange|Wega Film|BIM Distribuzione|Centre National de la Cinématographie|Filmstiftung Nordrhein-Westfalen|France 3 Cinéma|Eurimages|Bavaria Film|Canal+|Studio Canal|Arte France Cinéma|Westdeutscher Rundfunk (WDR)|Filmfonds Wien|ORF Film/Fernseh-Abkommen|Österreichisches Filminstitut,3.666268894192522,7.0,5.695859999999874,2005,283075
RAIN DOMINION,3.7857142857142856,6.8999999999999995,0.9205870000000002,2013,259902
RiverRain Productions|Fallen State Films,0.5,4.3,0.272295,2015,253986
Schorr Pictures,2.769230769230769,4.6000000000000005,2.4053150000000008,2014,252486
Universal Pictures|Illumination Entertainment,3.111522443313281,6.399999999999763,547.4883000000009,2015,282927
Zero Gravity Management|Ascot Elite Home Entertainment,3.413793103448276,6.6999999999999975,8.844173000000005,2017,278022
Cloudcover Films,1.5,5.2,5.963215,2013,191063
Coquette Productions|New Artists Alliance,3.0795454545454546,6.300000000000003,6.528443999999997,2014,282242
DI Love,2.25,5.0,0.859916,2008,229038
Dania Film|Medusa Produzione,2.3333333333333335,2.7000000000000006,0.48111299999999996,1979,100031
DreamWorks SKG|MacDonald/Parkes Productions|Sidney Kimmel Entertainment|Neal Street Productions|China Film Co-Production Corporation|Wonderland Films|Participant Media|Ebeling Group|Beijing Happy Pictures Cultural Communications Co.|Kite Runner Holdings,3.7712680577849116,7.300000000000043,5.970067000000137,2007,283170
Kid Love Productions|Music Link Productions,4.666666666666667,6.2,0.256005,2005,216280
Lucasfilm|Fox Television Studios|Prometheus Entertainment,3.4407407407407407,7.100000000000015,5.796763000000018,2004,277068
Nu Image Films|Millennium Films,2.725,4.900000000000001,8.628156999999998,2007,282403
Citel Films|France 3 (FR3)|Filmproduktion Janus,3.388888888888889,5.3999999999999995,2.468159,1977,275204
Fragile Films|Scala Films|Touchstone Pictures|Prominent Features|Mumbo Jumbo Productions,2.782142857142857,5.100000000000013,10.28461599999999,2003,282870
Jam Handy Organization (JHO),2.35,6.799999999999999,0.31921499999999997,1948,209697
Les Productions Artistes Associés|Mondial Televisione Film,3.6153846153846154,7.0,2.823599000000001,1975,274733
Overseas FilmGroup|August Entertainment|Lars International Pictures|Sargeant,0.5,1.6,0.498547,1988,152381
Rising Star|The Safran Company|Foresight Unlimited|Shifting Gears Entertainment,3.2337662337662336,6.200000000000017,8.132747999999994,2011,282374
Somerset Film Productions|Cine-Funds Limited,2.0,5.2,0.266017,1987,206360
Walt Disney Pictures,3.5226115603474093,6.97464809823296,12.23290522761354,2014,283195
Új Budapest Filmstudió|Premiere Picture|SIA Advertising|Euroimages Fund of the Council of Europe|Dream Factory Macedonia|Fidelity Films|Bulgarian National Film Center|Film Väst|Cinematrix Film|Macedonian Film Fund,3.0,6.8,0.9391359999999999,2010,256690
Decla-Film-Gesellschaft Holz & Co.,1.75,5.8,0.315662,1920,263301
IRS Media,3.1875,7.299999999999999,0.8978510000000001,1991,282119
KSM Film,3.0,5.8,0.457416,2008,212343
Milestone Productions|Golden Princess Film Production Limited,3.9506292352371735,7.400000000000232,10.184313000000667,1992,283193
The Asylum|Syfy,1.4,4.0,3.677281,2015,253986
Cecchi Gori Group,3.357142857142857,6.0,2.504909,1990,265550
Fine Line Features|Alliance Communications,3.126018714156354,6.5,7.540612000000412,1996,283179
Juri Productions,2.5,5.1000000000000005,0.534341,1965,196466
Miramax Films|Allied Filmmakers|Mad Chance,3.5730082600586197,6.599999999999111,9.488449500000506,2002,283195
Orly Films|TF1 Films Production|Films 7|Sédif Productions,2.8,6.1,1.468369,1990,218722
Pierre Grise Productions,3.25,5.9,0.229323,2006,252008
Red Crown Productions|Haven Entertainment,3.414285714285714,6.5,14.99231099999998,2016,283000
Tobis Filmkunst|Nero-Film AG,3.6097560975609757,7.3999999999999995,1.1646149999999997,1931,255842
TriStar Pictures|Mandate Pictures|Persistent Entertainment|Senator International|Intuition Films,3.0082644628099175,5.700000000000026,6.274736000000014,2008,280608
Film Workshop|Cinema City,3.526315789473684,6.900000000000003,0.7736140000000001,1986,269678
Larry Levinson Productions|Muse Entertainment Enterprises|Moon Water Productions,4.0,5.0,0.639731,2016,132948
Les films du Worso,3.4285714285714284,6.799999999999999,0.7019580000000001,2014,268140
Paramount Pictures|Seven Arts Pictures|Munich Film Partners & Company (MFP) ROE Production,3.3008429926238145,6.0,10.27827400000019,2000,283195
Prospector Films,3.0,7.3999999999999995,0.6661799999999999,2013,253243
The Hallmark Channel,3.7777777777777777,6.299999999999999,1.241474,2012,261224
Warner Bros.,3.7396357383939374,7.056173979494195,11.435898461759068,2007,283228
Argus Film,4.1,6.0,0.444564,2014,260460
Associated Talking Pictures (ATP),1.0,2.5,0.086068,1932,71938
Conquering Lion Pictures|Optix Digital Pictures,3.2093023255813953,5.199999999999992,9.317941000000012,2005,278420
Eve Productions,3.0,6.799999999999999,1.5924100000000003,1964,269678
GMM Pictures Co.|Phenomena,3.4289473684210527,6.800000000000012,7.933786000000045,2004,281790
Ivan Tors Productions,2.7,5.4,1.106166,1954,282119
Warp X|Illuminations Films,2.86046511627907,6.100000000000014,5.5324550000000166,2012,275402
Cream Productions,3.46875,6.700000000000002,1.328618,2008,278022
Hallmark Entertainment|Columbia Broadcasting System (CBS)|Barbara Lieberman Productions,2.8333333333333335,6.0,1.427217,2002,236712
Nob Hill Productions Inc.,3.25,7.0,0.518286,1968,141955
Reel One Entertainment,4.5,6.0,0.767827,2015,132948
"Samuel Goldwyn Company, The",4.5,6.0,0.19741,1948,225652
Universal Pictures|BBC Films|Dark Horse Entertainment|Toho-Towa|Mutual Film Company|Marubeni|Tele München Fernseh Produktionsgesellschaft (TMG)|Valhalla Motion Pictures|UGC PH,2.3895939086294415,5.0,7.116536999999911,1999,283020
Guber/Peters Company|Roven Productions|Carolco Pictures,2.725806451612903,6.100000000000016,9.059458999999997,1989,281051
Jones Entertainment Group|Skerry Productions,3.85025498377376,6.099999999999611,1.750481000000033,1994,283070
KSS,3.5,6.799999999999998,1.592364,1993,268688
New Line Cinema|Village Roadshow Pictures|Likely Story|Anonymous Content|Overbrook Entertainment|PalmStar Media,3.438320209973753,6.900000000000049,14.575883000000097,2016,283184
Office national du film du Canada (ONF),3.4204545454545454,8.199999999999994,0.007963,1971,281631
Teuvo Tulio,3.0714285714285716,4.5,1.002187,1973,212873
Tritone Cinematografica|Terra-Filmkunst|Atlántida Films,3.3518518518518516,6.699999999999998,2.4469830000000012,1970,276879
Twentieth Century Fox Film Corporation|Saban Entertainment|Toei Company,1.4207792207792207,4.59999999999994,5.436744999999976,1997,283040
Arte|Zero Film GmbH|Westdeutscher Rundfunk (WDR)|Goskino|Lenfilm Studio|Fabrica,2.8,5.599999999999999,0.9921489999999996,1999,260192
Columbia Pictures Corporation|Mandalay Entertainment,3.0049194991055455,6.0,5.7846799999999705,1999,283116
Dimension Films,2.1666666666666665,5.1000000000000005,1.903107,2003,264655
Goodtimes Enterprises,3.361111111111111,5.700000000000002,1.3524670000000005,1974,275508
Metaxa Corporation|Filmirage,2.5,5.3,1.06733,1981,260467
Norman Rosemont Productions|Claridge Productions|Grafton Productions,3.6666666666666665,6.099999999999999,0.609667,1982,201677
Nu Image / Millennium Films|Flat Dog Corporation,1.15,4.8999999999999995,5.071511,2000,262989
Oscilloscope Laboratories|Sob Noisse Movies,3.3947368421052633,5.799999999999998,1.3957270000000004,2015,276876
Paramount Pictures|Universal Productions France S.A.|Marianne Productions|Seda Spettacoli,3.0892857142857144,6.199999999999998,2.873255,1971,277313
Polifilm,3.6666666666666665,6.599999999999999,0.145102,1969,260467
Sputnik Oy,3.4160305343511452,6.600000000000015,2.3293879999999962,2006,276042
Yellow Brick Films,2.8636363636363638,5.8999999999999995,3.912405,2016,278420
Gaumont|Iterfilm,2.6875,6.200000000000001,0.576493,1981,279039
Paramount Pictures|Scott Rudin Productions|Warner Bros.,3.4153225806451615,6.900000000000046,7.826049999999979,2011,282926
Procirep|Cofimage 16|Pathé Renn Productions|Les Films des Tournelles|Canal+|TPS Star|Région Ile-de-France|Centre National de la Cinématographie (CNC)|Fondation GAN pour le Cinéma,3.458823529411765,6.100000000000015,5.5454200000000125,2005,278420
Rhône-Alpes Cinéma|TF1 Films Production|EuropaCorp|CiBy 2000,3.8333333333333335,5.5,2.165824,2009,278022
Sogecine|Alicia Produce,3.576923076923077,6.899999999999997,4.502465,2007,281551
Alex Jones Productions,2.25,6.8,0.774954,2009,248607
Disney Channel,2.857142857142857,5.400000000000002,3.902008142857143,2006,259800
Eyeworks Film & TV Drama,3.1,4.9,1.617138,2013,277813
First National Pictures,3.5458333333333334,6.900000000000024,9.019984999999958,1931,282203
Home Box Office (HBO)|Frozen Rope Productions Inc.,2.893939393939394,0.0,0.012456000000000014,1996,280980
ITC Entertainment,2.4420289855072466,3.6999999999999953,1.382919999999999,1981,279416
Kino Link Company,3.108882521489971,5.900000000000038,7.720056000000071,1994,282064
Midia Cinematografica,2.5,2.0,0.224353,1979,159010
Proton Cinema|Színház- és Filmmüvészeti Egyetem,4.166666666666667,7.299999999999999,0.630332,2014,255390
Sci Fi Pictures|United Filmmakers Organisation (UFO)|Armored Productions,2.5,4.5,1.459471,2005,46177
Universal Pictures|Amblin Entertainment|King World Entertainment,3.044366421959783,6.299999999999628,6.707109000000101,1994,282984
Universal Pictures|The Guber-Peters Company|Warner Bros.,3.5022407170294496,6.700000000000058,11.978983000000483,1988,283195
\xa0Braeburn Entertainment|\xa0Check Entertainment|G.C. Pix\xa0,2.8333333333333335,5.2,1.323333,2011,135932
Bing Crosby Productions,3.8349420849420848,6.897297297297098,3.9163375765766633,1979,282936
Centre National de la Cinématographie|Diaphana Films|Canal+|Cinémage 4|Soficinéma 6|Région Ile-de-France|La Banque Postale Image 3,3.1666666666666665,5.7,1.187577,2010,210707
Epidemic Pictures|Warner Premiere|Genera8Xion Entertainment,3.1666666666666665,5.599999999999999,0.7392980000000001,2010,173218
