title,average rating,average vote,average popularity,release year
To Catch a Thief,3.998701298701299,7.0999999999992776,5.490505000000616,1955
"Christmas Story, A",3.988077546609025,7.399999999999228,7.3379069999989035,1983
Fantastic Four,2.2096774193548385,4.399999999999993,17.246484999999744,2015
Hotel,2.4285714285714284,3.5,0.7633389999999997,2001
Imaginaerum,3.316666666666667,5.699999999999994,2.937484000000002,2012
Rosie,2.9375,5.0,0.10068599999999985,1998
Seven Journeys,3.75,5.0,0.372662,1947
Sidekick,2.0,7.0,0.039907,2005
Absurd (Rosso sangue) (Monster Hunter) (Horrible),2.5,5.3,1.06733,1981
"Drive, He Said",3.0,6.799999999999999,0.383116,1971
Faro,2.75,5.5,0.126305,2013
Half Light,3.0048076923076925,5.899999999999988,10.050905000000029,2006
Inspector Bellamy (Bellamy),2.8636363636363638,6.099999999999998,1.3401539999999992,2009
Light Keeps Me Company,3.0,7.5,0.120735,2000
"Man Who Cried, The",3.03525641025641,5.79999999999997,5.155989999999979,2000
Porky's,2.736851920925028,6.100000000000256,12.650546000000427,1982
Red Meadows (De røde enge),2.6666666666666665,3.0,0.268068,1945
"Sunfish, The (Klumpfisken)",2.6666666666666665,5.8,1.630916,2014
The Argyle Secrets,3.0,6.0,0.732721,1948
The Harmonium in My Memory,3.25,6.6,1.893759,1999
"Apparition, The",2.2142857142857144,4.5,7.6830079999999885,2012
Are All Men Pedophiles,3.125,5.299999999999999,0.8620610000000001,2013
"Concert for George, The",3.76271186440678,8.0,1.4168760000000016,2003
"Larceny, Inc.",3.466666666666667,7.099999999999998,0.322872,1942
Shark Killer,3.5,5.8,0.649879,2015
Spike Island,3.0,6.8,6.556092,2012
Ugly Melanie,3.0,5.6,3.841513,2008
"Werewolf Boy, A (Neuk-dae-so-nyeon)",3.6704545454545454,7.800000000000006,3.783265,2012
A Terrible Night,2.8333333333333335,6.2,1.017971,1896
Bulletproof,1.875,6.5,0.183677,1988
Duelist (Hyeongsa),3.392857142857143,6.200000000000002,3.681251000000001,2005
Island of Lemurs: Madagascar,3.0454545454545454,4.299999999999999,3.4681179999999996,2014
Leatherface: Texas Chainsaw Massacre III,2.0484913793103448,5.099999999999955,5.799070000000026,1990
Three Little Words,3.3333333333333335,5.0,0.661981,1950
Town Without Pity,3.3404255319148937,6.300000000000005,0.7278189999999999,1961
Wild Heritage,2.5,5.0,1.211691,1958
Berta's Motives (Los motivos de Berta: Fantasía de Pubertad),3.75,6.7,0.113436,1985
Chesty: A Tribute to a Legend,4.0,7.0,0.182035,1976
Cheyenne Autumn,3.235294117647059,5.599999999999999,4.248883,1964
Going South,3.6666666666666665,6.5,0.854655,2009
One on Top of the Other,2.857142857142857,7.0,1.5506709999999997,1969
Sade,3.1818181818181817,6.200000000000002,1.254068,2000
Seedpeople,2.125,4.2,0.609029,1992
The Cutting Room,2.375,4.2,0.273861,2015
The Lesson,1.75,3.5,2.63201,2015
What About Dick?,4.25,8.0,0.912708,2012
Año Mariano,4.5,2.0,0.06928,2000
"City, The (Ciudad, La)",3.225609756097561,7.600000000000012,0.4673030000000005,1998
Dog Run,2.1666666666666665,0.0,0.001648,1996
Hot Pursuit,2.7781569965870307,5.400000000000022,6.90658000000003,2015
"Last Mimzy, The",3.178383128295255,5.900000000000058,6.18305099999998,2007
"Narrow Margin, The",3.5925925925925926,7.2999999999999785,1.733847999999999,1952
Postscript,0.5,1.0,0.001393,1983
Puppet Master,2.7389502762430937,5.5,6.173017000000051,1989
"Triumph of Love, The",2.8176470588235296,5.0,0.8160469999999989,2001
"Bikini Carwash Company, The",2.3333333333333335,4.5,0.4087779999999999,1992
Coastlines,3.5,6.0,1.084028,2002
DysFunktional Family,2.4767441860465116,6.099999999999998,0.7268019999999995,2003
Marriage Italian Style (Matrimonio all'italiana),3.6,7.800000000000002,4.479002999999998,1964
Moby Dick,3.230769230769231,7.099999999999999,1.7971289999999993,2011
"Oh, Bomb!",4.0,10.0,0.039782,1964
"Run, Simon, Run",2.875,6.0,0.001586,1970
The Absent,2.75,5.0,0.055526,2014
The Snowman,1.5,0.0,0.007473,2009
War and Peace,3.3135593220338984,6.799999999999978,3.6662770000000005,1956
Baazi,3.0,7.5,0.419631,1995
"Doll's House, A",2.8,5.6,1.180514,1973
Ex-Lady,2.75,5.6,0.542628,1933
Graduation,2.9,5.7,1.7982149999999997,2007
Iraq in Fragments,3.1666666666666665,6.799999999999998,0.541397,2006
Just Walking,2.75,4.8,0.21401099999999998,2008
Loro chi?,2.7222222222222223,6.200000000000001,3.4964359999999997,2015
Rumba,3.0,5.6,0.584246,2008
"Stolen Children (Ladro di bambini, Il)",3.3823529411764706,7.099999999999998,1.2310960000000004,1992
Sword of D'Artagnan,3.5,7.1,0.906563,2015
The Bremen Town Musicians,3.967032967032967,6.199999999999997,2.0239500000000037,1969
The Railroad Lady,4.3,7.5,0.84232,2016
Toutes les Filles sont Folles,3.25,5.5,0.062527,2003
Tyler Perry's The Single Moms Club,2.5576923076923075,5.700000000000001,12.017861,2014
Beyond the Walls,2.6666666666666665,5.0,0.005984,1984
Blood Ties,2.375,6.0,0.452682,1991
Blood on Satan's Claw (a.k.a. Satan's Skin),3.269230769230769,6.900000000000004,2.221513000000001,1971
Cosy Dens,4.0,8.599999999999998,1.1902010000000003,1999
Croupier,3.7985175202156336,6.700000000000258,3.986837999999927,1998
Ghosts of Abu Ghraib,3.7142857142857144,8.0,0.017755999999999997,2007
"Legend of Hell House, The",3.2429906542056073,6.5,7.784938999999982,1973
Pluto's Judgement Day,3.25,6.299999999999999,0.907356,1935
Adam,3.6470588235294117,6.900000000000062,7.00372400000005,2009
Castaway,3.6125541125541125,6.200000000000026,1.5405920000000028,1986
"Count Yorga, Vampire",2.3333333333333335,5.6000000000000005,0.592223,1970
Daisy Kenyon,3.325,6.400000000000001,0.9100040000000004,1947
Gilles' Wife (La femme de Gilles),3.4166666666666665,5.0,0.20225,2004
"Goodbye Bafana (Color of Freedom, The)",3.6285714285714286,7.0,10.480169000000009,2007
Legal Eagles,2.8097609561752988,5.900000000000054,12.798827999999963,1986
Search for the Beast,0.5,0.0,0.001662,1997
Space Pirate Captain Harlock,3.234513274336283,6.399999999999986,7.857665999999996,2013
Twenty Days Without War (Dvadtsat dney bez voyny),3.1363636363636362,6.700000000000002,0.8451329999999999,1981
Urbania,3.3308550185873607,5.200000000000026,0.4452330000000015,2000
"Blackout, The",2.581081081081081,5.1999999999999975,1.395024999999999,1997
Cousin cousine,3.227272727272727,7.300000000000001,0.6247260000000003,1975
Enchantment,4.5,6.0,0.19741,1948
Getting Back to Abnormal,4.0,0.0,1.77E-4,2013
Going Hollywood,2.8333333333333335,4.0,0.19636299999999998,1933
"Italian, The",3.0,6.0,0.113836,1915
Noise,2.8333333333333335,8.0,0.039073,2004
Santa Buddies,2.3421052631578947,5.0,4.688709000000001,2009
The Real Miyagi,3.3333333333333335,6.8,0.48277300000000006,2015
This Night I'll Possess Your Corpse (Esta Noite Encarnarei no Teu Cadáver),3.2857142857142856,6.5,1.415683,1967
Tomorrow Night,3.4285714285714284,7.0,2.1719499999999994,1998
What to Expect When You're Expecting,3.00611620795107,5.799999999999969,7.271502999999976,2012
"Whispering Chorus, The",3.0,6.0,0.148361,1918
50 Children: The Rescue Mission of Mr. And Mrs. Kraus,3.375,0.0,0.054699,2013
Beatriz at Dinner,3.152173913043478,6.300000000000005,6.548205999999996,2017
Bersaglio altezza uomo,2.0,0.0,0.002945,1979
Bird on a Wire,2.857142857142857,6.0,1.0E-6,1974
Cloak & Dagger,3.2402234636871508,6.20000000000002,9.735022999999972,1984
Collaborator,4.0,5.0,0.218838,2011
Cyclo (Xich lo),3.5261194029850746,6.79999999999997,1.7819519999999929,1995
Filth,3.6578266494178524,6.800000000000098,14.970484999999863,2013
Final: The Rapture,1.25,4.6,0.32926,2013
"In-Laws, The",2.88019801980198,5.599999999999948,6.585106999999986,2003
Mad Love,3.5443037974683542,6.800000000000005,1.7348029999999999,1935
Moomins on the Riviera (Muumit Rivieralla),3.0,5.799999999999999,1.1605419999999997,2014
Shooting Fish,3.4896296296296296,7.0,1.631288000000019,1997
The Reunion 2 - The Funeral,2.5,5.4,1.426212,2014
The Sea That Thinks,3.5,6.799999999999998,0.18830599999999997,2000
A Special Day,2.0,4.8,1.197777,2012
Cousins,3.1035714285714286,5.099999999999985,7.584638000000021,1989
CyberTracker,0.5,4.6,1.14583,1994
Joe Rogan: Triggered,3.6640625,7.3999999999999915,0.37787099999999985,2016
Mugabe and the White African,3.8958333333333335,6.0,0.14603000000000008,2009
Stolen Face,2.4,3.5,0.10767,1952
What Goes Up,2.5833333333333335,5.200000000000001,2.471224,2009
Winter in Wartime (Oorlogswinter),3.5,6.800000000000004,3.9210699999999976,2008
Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4),3.575,7.2,1.4821139999999995,1963
Zouzou,2.8333333333333335,5.0,0.04185,1934
Born to Be Bad,3.0,4.7,0.34997800000000007,1934
"Business of Strangers, The",3.3097826086956523,5.700000000000027,2.239111999999986,2001
David Cross: Let America Laugh,3.6666666666666665,5.900000000000002,0.27362299999999995,2003
Giulia Doesn't Date at Night,2.25,7.0,0.899416,2009
Karlson Returns,3.8333333333333335,6.899999999999992,0.8043070000000009,1970
Little Caesar,3.5458333333333334,6.900000000000024,9.019984999999958,1931
Little Girl (La pivellina),3.75,7.1,0.327436,2009
Salvador,3.732461355529132,7.0,4.714356999999931,1986
Shipwrecked (a.k.a. Haakon Haakonsen),3.1923076923076925,6.1,0.7927060000000001,1990
Tube Tales,2.5,4.6000000000000005,0.717378,1999
An Apology to Elephants,2.0,10.0,0.610441,2013
Cosimo and Nicole,3.0,6.6,0.536977,2012
Empire of Dreams: The Story of the 'Star Wars' Trilogy,3.4407407407407407,7.100000000000015,5.796763000000018,2004
Extraction,2.5,5.5,2.477723,2013
Food and Shelter,3.0,5.5,0.751451,2015
Homeboy,2.8125,3.8000000000000003,1.6038910000000004,1988
Jiro Dreams of Sushi,3.9585411471321694,7.799999999999833,7.789413000000275,2011
L'invincibile cavaliere mascherato,2.0,0.0,0.014994,1963
Prince Among Slaves,4.0,0.0,0.010448,2008
Skenbart: En film om tåg,3.6,5.5,0.7768180000000001,2003
Smashing Pumpkins: If All Goes Wrong,3.625,0.0,0.023065,2008
Демидовы,2.75,10.0,2.2E-4,1983
Björk at the Royal Opera House,3.0,6.8,0.416801,2002
Class of 1999 II: The Substitute,2.3333333333333335,4.1000000000000005,4.140523000000001,1994
Cool Cat Saves the Kids,0.9285714285714286,3.0,0.847277,2015
Films to Keep You Awake: Spectre,3.5,5.6,0.343522,2006
Hellboy II: The Golden Army,3.362857142857143,6.5,11.928660999999632,2008
It Happened Here,3.0961538461538463,5.299999999999999,0.35274300000000003,1966
"Kid & I, The",2.0384615384615383,5.299999999999999,1.078538,2005
Lassiter,2.642857142857143,5.5,3.962864,1984
Pudhupettai,3.2857142857142856,8.0,0.056489000000000004,2006
The American Mall,2.7777777777777777,4.8,3.3677549999999994,2008
Tuintje in mijn hart,2.5,4.3,0.388826,2017
Turtle Diary,3.4555555555555557,8.29999999999998,0.7942089999999985,1985
Tyler Perry's Why Did I Get Married?,2.8088235294117645,6.100000000000011,2.016043999999996,2007
A.P.E.X.,2.5,5.0,1.160832,1994
Beer League,2.230769230769231,5.299999999999999,1.5210079999999997,2006
Carriage to Vienna,4.125,7.299999999999999,0.3972470000000001,1966
"Country Girl, The",3.733050847457627,6.700000000000011,2.024971999999997,1954
Go for Broke!,3.2142857142857144,5.200000000000001,0.19147200000000003,1951
Halloweentown High,3.424731182795699,5.89999999999999,4.0195929999999915,2004
"Hangover Part III, The",2.9591617409994626,6.0,25.085639999999557,2013
House of Last Things,1.5,5.2,5.963215,2013
Maddalena... zero in condotta,3.0,5.7,0.131368,1940
My Piece of the Pie (Ma part du gâteau),2.5,5.700000000000001,2.740962,2011
"Purple Ball, The (Lilovyy shar)",3.0,5.8,0.240743,1987
Speed Zone! (a.k.a. Cannonball Run III),1.8394160583941606,4.100000000000006,2.806925999999985,1989
Trevor Moore: High In Church,5.0,7.5,0.189606,2015
14 Hours (Fourteen Hours),3.423076923076923,6.900000000000004,0.8496810000000002,1951
71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls),3.5,7.0,2.4450190000000016,1994
A Summer at Grandpa's,3.857142857142857,7.700000000000001,0.022686000000000005,1984
Girls on Top 2,2.25,4.3999999999999995,1.6269309999999997,2004
"Good Job:  Stories of the FDNY, A",3.8,0.0,0.8625130000000001,2014
Jason and the Argonauts,3.5,5.4,1.765811,2000
Puppet on a Chain,3.3333333333333335,6.7,0.456717,1971
Rules of Single Life (Sinkkuelämän säännöt),1.8333333333333333,0.0,0.007064,2011
Service (Serbis),2.6666666666666665,5.8,0.744425,2008
Siddharth,3.8,9.0,0.941482,2013
Taekwondo,3.25,7.8,2.373999,2016
To Forget Venice,3.5,5.0,0.080457,1979
Ararat,3.47008547008547,5.700000000000025,3.387973999999988,2002
Blood of the Vampire,2.5714285714285716,5.3,0.881563,1958
Chakravyuh,3.0,4.8,0.156595,2012
Chimes at Midnight (Campanadas a medianoche),3.6271186440677967,6.799999999999988,7.076799000000016,1965
"Common Wealth (Comunidad, La)",3.6134453781512605,6.899999999999986,3.693965999999993,2000
Faithful,3.0495495495495497,4.799999999999971,1.296861999999992,1996
Friday the 13th Part VI: Jason Lives,2.1914285714285713,5.699999999999873,8.12204200000022,1986
Gorillas in the Mist,3.5022407170294496,6.700000000000058,11.978983000000483,1988
Hercules in the Haunted World,3.125,6.3,0.857972,1961
"Honor Among Thieves (Adieu l'ami) (Farewell, Friend)",3.6666666666666665,6.3999999999999995,2.0142990000000003,1968
James Dean Remembered,2.0,0.0,0.011025,1974
"Mack, The",3.239130434782609,7.199999999999994,1.3927309999999993,1973
Perry Mason: The Case of the Reckless Romeo,3.0,0.0,0.012359,1992
"Pervert's Guide to Ideology, The",3.7713675213675213,7.200000000000029,1.5564509999999974,2012
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),3.7263313609467454,7.099999999999955,7.309903,2009
The President,3.6923076923076925,6.4,0.334111,2014
They're Watching,2.6,5.5,3.050843999999999,2016
Time Pass,3.8333333333333335,10.0,0.110029,2014
Vinnaithaandi Varuvaayaa,3.6818181818181817,7.700000000000002,1.0362329999999997,2010
Werner - Gekotzt wird später,3.0714285714285716,5.3999999999999995,1.4134390000000001,2003
"Wood, The",3.212025316455696,7.099999999999974,4.4140769999999465,1999
You Can't Get Away with Murder,3.0,4.8,0.108023,1939
Amarillo By Morning,3.0,0.0,0.014839,1998
"Brain That Wouldn't Die, The",2.3577712609970676,4.400000000000018,2.131425000000005,1962
Dragons Forever,3.4767441860465116,7.199999999999994,4.105262000000001,1988
Escape,3.0,5.8,0.151286,1948
"Heroic Ones, The (Shi san tai bao)",3.1666666666666665,6.599999999999999,1.133914,1970
Marat/Sade,3.736714975845411,5.900000000000001,0.44873300000000055,1966
Monster,3.6193242952442435,7.0,7.189023999999517,2003
Path of Destruction,2.5,4.5,1.459471,2005
The 21 Carat Snatch,2.0,0.0,0.320955,1971
Trailin' West,3.0,0.0,0.017679,1936
Butterfly on a Wheel (Shattered),3.254601226993865,6.299999999999981,8.80905299999997,2007
Candy,3.552808988764045,7.0,4.772204000000039,2006
David and Goliath,0.5,4.3,0.272295,2015
Dil Se,3.4444444444444446,6.699999999999996,1.891137999999999,1998
Earthquake,2.6777777777777776,5.599999999999955,6.657791999999975,1974
Family Life,3.5,5.0,0.241109,1971
Frankenstein 90,2.5714285714285716,0.0,1.9500000000000002E-4,1984
"Home of Dark Butterflies, The (Tummien perhosten koti)",3.369565217391304,6.300000000000005,0.3508750000000001,2008
Hundhotellet,2.875,5.0,0.378644,2000
Left Behind,2.004424778761062,3.6999999999999926,11.519052999999987,2014
Liebestraum,2.9152542372881354,6.199999999999993,4.198127999999998,1991
Made of Honor,3.1356209150326797,6.0,6.417384999999981,2008
My Dog Skip,3.498291015625,6.5,7.061185000000091,1999
Pretty Smart,2.5,0.0,0.008471,1987
Pump Up the Volume,3.5029841838257236,7.0,4.289340999999799,1990
Samurai Fiction (SF: Episode One),3.6294642857142856,6.90000000000002,3.121214000000007,1998
Spun,3.4003516998827665,6.600000000000052,7.115354999999926,2001
The Disenchanted,3.1,5.0,3.7238320000000003,1990
Thunderheart,3.3429394812680115,6.0,3.2125579999999707,1992
Above Dark Waters,3.125,6.4,0.598521,2013
Chain Camera,3.0,0.0,0.0012580000000000002,2001
Crude,3.423076923076923,6.4,0.44660899999999987,2009
"Cry of the Owl, The",2.94,5.5,3.877602999999998,2009
Shoot First,3.0,6.0,0.087975,1953
Steal This Film II,3.5,6.3,0.438766,2007
The Marriage Chronicles,1.5,0.0,0.013644,2012
Ammutta muddica al cinema,3.1666666666666665,6.3,1.793601,2013
Apache Vengeance,3.5,3.7,5.78E-4,1971
Bride & Prejudice,3.2546403712296983,6.5,9.557910000000218,2004
Chainsaw Sally,1.125,3.5,0.151445,2004
Conrack,3.272727272727273,7.1,1.5576930000000002,1974
Doubt,3.732896353953298,7.0,9.278263000000136,2008
Laddaland,3.1666666666666665,6.7,0.9367610000000001,2011
"Life, Love & Celluloid",2.0,5.0,0.142814,1998
Love Thy Neighbor,3.25,6.4,0.257066,2006
Mickey's Good Deed,3.1666666666666665,5.799999999999999,0.4896460000000001,1932
"President's Lady, The",2.75,7.8,0.164909,1953
Sorority House Massacre II,1.748062015503876,5.0,0.7633730000000011,1990
Tammy and the Millionaire,5.0,0.0,0.010139,1967
"Tender Trap, The",2.6363636363636362,6.1000000000000005,0.740862,1955
"Touch of Class, A",3.408,6.0,1.1157599999999976,1973
Wolves,2.7222222222222223,5.6000000000000005,4.233209000000001,2017
"Beautiful Country, The",3.628712871287129,6.299999999999997,1.0526179999999987,2004
Beethoven's 2nd,2.036986301369863,5.0,5.886768999999951,1993
Beneath Hill 60,3.858695652173913,7.199999999999994,5.661077000000003,2010
Death Mills (Die Todesmühlen),2.375,8.0,0.036523,1945
Disappearing Acts,3.0,5.3,1.15989,2000
Genius on Hold,5.0,6.7,0.15796,2013
Heading South (Vers le sud),3.16,5.599999999999998,2.355531999999999,2005
House at the End of the Street,2.869888475836431,5.599999999999982,8.513457000000013,2012
L'erba proibita,4.0,8.0,0.072941,2002
Real Men,2.9556962025316458,6.899999999999991,1.144734,1987
Red Lights,3.262295081967213,6.0,11.535477999999916,2012
Ryan and Sean's Not So Excellent Adventure,3.0,5.6,0.146091,2008
The Christmas Card,2.5,4.5,0.260102,2006
Twisted Nerve,3.5,6.4,2.0612150000000002,1968
Viva Cuba,3.65,7.1,0.8674389999999998,2005
You Can't Take It with You,3.923824130879346,7.19999999999988,4.370592000000106,1938
Bambi,3.4890388768898486,6.800000000001129,13.698132000001978,1942
Bombay Velvet,2.95,5.3999999999999995,1.377993,2015
Johnny English Reborn,3.0758196721311477,6.0,10.668657999999967,2011
La pazza della porta accanto: conversazione con Alda Merini,2.5,8.0,0.084644,2013
Little Monsters,4.0,6.0,0.36305,2012
Love Affair,3.608695652173913,6.100000000000013,3.2512770000000013,1939
"Majority of One, A",3.0,5.5,1.4001849999999998,1961
Marooned in Iraq (Gomgashtei dar Aragh),3.1774193548387095,8.5,0.07368500000000003,2002
Red Knot,3.7,5.6,0.847311,2014
That Day (Ce jour-là),3.142857142857143,4.3999999999999995,0.8224219999999998,2003
The Nickel Ride,2.75,5.3,0.534836,1975
Window Wonderland,3.9285714285714284,5.700000000000001,0.8839310000000002,2013
Blazing a Trail to the Stars,2.0,6.7,0.286,1958
Down Argentine Way,3.15,5.700000000000001,0.777769,1940
House (Hausu),3.6458333333333335,7.099999999999968,4.321776,1977
Milius,3.477272727272727,6.9,2.103548000000002,2013
Mothers and Daughters,2.9,5.1,5.0120650000000015,2016
Not Wanted,3.1666666666666665,6.2,0.164728,1949
The Lost City of Z,3.1204379562043796,6.099999999999975,21.791111000000143,2017
Tut,3.25,7.6000000000000005,1.6452190000000002,2015
Vortex,3.75,5.0,0.149484,2009
William Vincent (Shadows and Lies),2.1666666666666665,4.8,1.408602,2010
Wreckage,2.1666666666666665,3.7999999999999994,1.223968,2010
Delirious,2.8737373737373737,5.5,1.3372400000000049,1991
Kalashnikov,0.5,0.0,0.014201,2014
Mayor Cupcake,4.0,3.5,1.268691,2011
Restoration,2.59375,5.299999999999999,1.0741239999999999,2016
"Viking, The",3.5,0.0,0.002362,1928
Baby Boom,3.102722772277228,6.0,6.032248000000056,1987
Cry-Baby,3.362249761677788,6.399999999999897,8.290383999999918,1990
Freedom,3.375,8.0,0.908927,2000
Grim Reaper,2.375,2.0,0.275394,2007
I due della legione,1.5,0.0,0.052494,1962
Kissinger,4.25,7.0,0.117369,2011
Land Ho!,2.9696969696969697,5.800000000000002,4.01643,2014
Legendary: Tomb of the Dragon,1.6666666666666667,4.0,6.554194,2013
"Millionaire for Christy, A (Golden Goose) (No Room for the Groom)",3.0,7.3,0.151177,1951
Nana,3.5714285714285716,4.700000000000001,1.2766020000000002,2005
Perry Mason: The Case of the Defiant Daughter,3.5,5.0,1.160214,1990
Pound of Flesh,2.4107142857142856,5.400000000000003,5.135262,2015
Queenie in Love,3.0,0.0,0.002696,2001
School of Thieves,3.0,5.9,3.080456,1986
Short Term 12,3.9854756717501814,7.899999999999797,12.348350000000181,2013
Sweeney Todd: The Demon Barber of Fleet Street,3.3392857142857144,5.099999999999997,0.31466800000000006,1982
The Woman in Black 2: Angel of Death,2.713375796178344,5.0,6.942138999999999,2015
Vendetta,3.466666666666667,6.099999999999999,3.587006000000001,2013
Wer's glaubt wird selig,2.5,6.2,0.591097,2012
Corto Maltese: Ballad of the Salt Sea (Corto Maltese - La ballade de la mer salée),3.3333333333333335,7.3,0.614148,2003
Feet First,3.5,3.5,0.18969,1930
Hellevator,2.0625,5.2,0.9883550000000001,2004
Holocaust 2000,1.5,5.2,0.584734,1977
Jesse Stone: Benefit of the Doubt,3.109375,6.5,1.8703550000000013,2012
Max Dugan Returns,3.0926365795724466,6.300000000000017,1.7374879999999924,1983
Patton Oswalt: Talking for Clapping,3.418181818181818,6.899999999999996,0.866250999999999,2016
"Pool Boys, The",2.5416666666666665,5.0,9.837218000000002,2011
Rage of Honor,2.0,5.2,1.062073,1987
Scary Movie,2.724306166520035,6.0,12.446737999998888,2000
Shark Attack,1.3333333333333333,3.7000000000000006,0.661772,1999
Smashing Time,3.026315789473684,4.799999999999999,0.3252119999999999,1967
The .44 Specialist,3.0,0.0,8.2E-5,1976
Bad Guys Always Die,3.5,5.3,0.5510609999999999,2016
Conversations with Mother,3.0,5.7,0.173357,2004
Dune Warriors,1.5,3.3,1.292541,1991
Orson Welles: Shadows & Light,2.75,8.0,0.0656,2015
Queens Logic,2.8970588235294117,5.700000000000022,6.241719999999989,1991
Soloalbum,2.8636363636363638,5.799999999999998,1.0717160000000001,2003
Songs From the Second Floor (Sånger från andra våningen),3.8362637362637364,7.0,2.421180000000024,2000
Tsiou,2.5384615384615383,4.0,0.038016,2005
"Upside of Anger, The",3.365740740740741,6.399999999999999,4.307106000000063,2005
Wendy Wu: Homecoming Warrior,2.765625,5.400000000000003,4.784181,2006
What a Girl Wants,3.139344262295082,5.800000000000098,6.743150999999979,2003
For Some Inexplicable Reason,4.166666666666667,7.299999999999999,0.630332,2014
Hospital,3.272727272727273,5.8999999999999995,0.4513680000000001,1970
Jerichow,3.54,6.3,1.2421830000000005,2008
"Mayday at 40,000 Feet!",2.5,8.0,0.946415,1976
"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane)",3.4306930693069306,7.100000000000013,3.4916360000000077,1980
"Sick: The Life & Death of Bob Flanagan, Supermasochist",3.5625,5.900000000000003,0.4919449999999998,1997
"Tarnished Angels, The",3.7291666666666665,6.900000000000003,1.3094220000000005,1958
The Even Stevens Movie,2.8875,5.599999999999996,3.3522370000000015,2003
The Reckless Moment,3.5,6.900000000000004,1.5888950000000006,1949
The Sign of Four: Sherlock Holmes' Greatest Case,1.0,2.5,0.086068,1932
Tigerland,3.529573590096286,6.700000000000008,5.8788850000000705,2000
Broken Blade: Book Three - The Mark of the Assassin's Dagger,3.0,5.2,0.126082,2010
Buried Alive,3.2564102564102564,6.0,1.9633220000000005,1990
"Fighting Temptations, The",2.9007936507936507,5.299999999999995,2.1868900000000036,2003
"Green Years, The",2.75,7.0,0.054128,1946
Jaws 2,2.615522783134808,5.900000000000557,11.213060000000352,1978
Maine Dil Tujhko Diya,0.5,5.0,0.0558,2002
"Man Behind the Gun, The",3.0,6.0,0.102997,1953
O.C. and Stiggs,2.533333333333333,4.5,2.354286000000001,1985
Shatter Dead,1.5,4.0,0.200978,1994
Slaughter of the Innocents,2.45,5.8999999999999995,0.644934,1993
Stasis,2.282608695652174,4.0,6.868236999999996,2017
Whiplash,4.127807829834052,8.30000000000167,64.29999000000306,2014
Angel of Mine (a.k.a. The Mark of an Angel) (L'empreinte de l'ange),3.4444444444444446,6.700000000000001,0.616537,2008
Cimarron,2.8636363636363638,5.200000000000001,2.000936,1960
Cold Storage,2.9375,4.0,0.105417,2000
Days and Hours (Kod amidze Idriza),3.25,7.8,1.018864,2004
Drowning Mona,2.6977252843394575,5.39999999999992,4.372616000000002,2000
"Father, Son & Holy Cow",3.0,0.0,0.011504,2011
Henry Fool,3.536326942482341,6.899999999999892,1.7867679999999877,1997
"Hit List, The",2.810344827586207,5.199999999999999,5.658505999999999,2011
"I, Robot",3.4722097714029583,6.699999999998028,14.430749999999557,2004
Makeup Room,3.0,0.0,0.05488,2015
No Trees in the Street,2.5,6.0,0.589774,1959
Nordkraft,3.3,5.299999999999999,1.3937430000000002,2005
Parade,2.8,5.799999999999999,0.07996000000000002,1974
Parviz,4.5,9.0,0.2405,2012
Skin Trade,2.4444444444444446,5.7,4.261151999999999,2014
Stop at Nothing: The Lance Armstrong Story,3.676470588235294,7.0,0.9365669999999989,2014
The Giants,3.3333333333333335,7.1000000000000005,0.588546,2011
Triumph's Summer Election Special 2016,3.7,8.5,0.12418500000000002,2016
A Syrian Love Story,3.25,7.6,0.198835,2015
Ain't in It for My Health: A Film About Levon Helm,3.5833333333333335,6.6000000000000005,0.050396,2013
Alice Upside Down (Alice),3.388888888888889,6.1000000000000005,0.737691,2007
"Banger Sisters, The",2.6992840095465396,5.5,8.992438000000133,2002
Central Park,2.9,8.5,2.2E-4,1990
"Godson, The",1.6428571428571428,7.8999999999999995,9.091288,1998
Native Land,3.375,5.7,0.109565,1942
Oliver Twist,3.6666666666666665,6.099999999999999,0.609667,1982
Perfect Proposal,3.375,7.6,1.053136,2015
"Purple Rose of Cairo, The",3.685261707988981,7.299999999999493,6.133697000000266,1985
Queen of Hearts,3.7045454545454546,5.900000000000002,0.6934090000000004,1989
Smilin' Through,3.1666666666666665,3.8000000000000003,0.43949900000000003,1932
Sometimes They Come Back... for More,2.0625,3.6000000000000005,1.9271019999999999,1998
The Many Faces of Christopher Lee,2.5,10.0,0.051939,1996
The Sorcerers,2.375,6.2,1.342408,1967
Ways to Live Forever,2.9166666666666665,7.0,2.287183,2010
Backdoor,3.3,7.5,0.731959,2000
"Egyptian, The",2.5,6.0,10.374607999999998,1954
Jesse Stone: Innocents Lost,3.3392857142857144,6.099999999999997,2.623682000000001,2011
Minions: Binky Nelson Unpacified,3.5,5.7,3.232132,2015
Phantom,3.1,5.5,6.651567,2013
"Plastic Age, The",2.6666666666666665,5.0,0.071666,1925
Play Motel,2.5,2.0,0.224353,1979
Prime Suspect: Scent of Darkness,3.6176470588235294,5.5,1.0911159999999998,1995
Scrapbook,0.5,5.3,0.875813,2000
Sex & Drugs & Rock & Roll,3.625,6.900000000000003,1.0178079999999998,2010
